
Time,Latitude,Longitude,AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),Abs_Altitude(m),mode
60041,38.2612233,140.8485612,-1.85,0.70,8.83,0.00,0
60182,38.2612233,140.8485612,-3.12,1.03,9.75,0.00,0
60360,38.2612233,140.8485612,-2.87,0.93,9.75,0.00,0
60484,38.2612233,140.8485612,-3.08,0.30,10.36,0.00,0
60635,38.2612233,140.8485612,-2.01,0.80,9.67,0.00,0
60786,38.2612233,140.8485612,-2.50,1.22,9.44,0.00,0
60937,38.2612233,140.8485612,-4.90,1.11,10.63,0.00,0
61058,38.2612233,140.8485612,-2.18,-2.85,9.94,0.00,0
61200,38.2612233,140.8485612,-1.37,-5.11,8.64,0.00,0
61380,38.2612233,140.8485612,3.33,-7.64,0.65,0.00,0
61502,38.2612233,140.8485612,3.39,-4.36,6.68,0.00,0
61653,38.2612233,140.8485612,7.66,-5.36,8.94,0.00,0
61804,38.2612233,140.8485612,4.52,-1.62,8.18,0.00,0
61955,38.2612233,140.8485612,4.80,-0.82,7.05,0.00,0
62076,38.2612233,140.8485612,1.83,1.64,6.34,0.00,0
62219,38.2612233,140.8485612,0.97,0.21,9.73,0.00,0
62395,38.2612233,140.8485612,3.16,-1.07,11.87,0.00,0
62521,38.2612233,140.8485612,-0.72,1.34,10.34,0.00,0
62672,38.2612233,140.8485612,-0.61,0.88,10.80,0.00,0
62823,38.2612233,140.8485612,-0.76,2.05,9.81,0.00,0
62974,38.2612233,140.8485612,-1.89,2.18,10.15,0.00,0
63095,38.2612233,140.8485612,-1.60,2.28,9.10,0.00,0
63238,38.2612233,140.8485612,-1.80,2.16,9.36,0.00,0
63415,38.2612233,140.8485612,-0.91,2.45,10.09,0.00,0
63540,38.2612233,140.8485612,-0.38,0.95,8.71,0.00,0
63691,38.2612233,140.8485612,0.70,1.14,9.79,0.00,0
63842,38.2612233,140.8485612,2.39,0.93,11.18,0.00,0
63993,38.2612233,140.8485612,4.06,0.05,9.36,0.00,0
64114,38.2612233,140.8485612,4.40,-0.63,8.62,0.00,0
64256,38.2612233,140.8485612,6.43,-1.68,7.01,0.00,0
64434,38.2612233,140.8485612,7.26,-2.22,7.39,0.00,0
64558,38.2612233,140.8485612,7.24,-2.56,6.20,0.00,0
64709,38.2612233,140.8485612,7.97,-2.91,6.26,0.00,0
64860,38.2612233,140.8485612,6.93,-2.26,1.05,0.00,0
65011,38.2612233,140.8485612,6.49,-0.65,1.97,0.00,0
65132,38.2612233,140.8485612,8.02,-1.83,7.10,0.00,0
65274,38.2612233,140.8485612,5.65,-0.45,8.14,0.00,0
65451,38.2612233,140.8485612,6.24,1.28,6.36,0.00,0
65576,38.2612233,140.8485612,4.19,1.49,7.83,0.00,0
65727,38.2612233,140.8485612,2.26,3.85,7.97,0.00,0
65878,38.2612233,140.8485612,0.95,5.11,8.35,0.00,0
65999,38.2612233,140.8485612,1.83,6.32,9.36,0.00,0
66141,38.2612233,140.8485612,0.65,6.95,8.12,0.00,0
66292,38.2612233,140.8485612,-0.17,7.30,6.30,0.00,0
66470,38.2612233,140.8485612,-0.03,7.24,5.19,0.00,0
66594,38.2612233,140.8485612,0.45,8.20,5.38,0.00,0
66745,38.2612233,140.8485612,2.79,8.64,5.99,0.00,0
66896,38.2612233,140.8485612,3.41,7.24,2.20,0.00,0
67019,38.2612233,140.8485612,3.52,9.96,2.14,0.00,0
67160,38.2612233,140.8485612,2.05,7.72,1.53,0.00,0
67311,38.2612233,140.8485612,2.22,8.92,0.24,0.00,0
67487,38.2612233,140.8485612,3.88,8.87,-0.40,0.00,0
67613,38.2612233,140.8485612,3.16,7.97,0.28,0.00,0
67764,38.2612233,140.8485612,4.08,7.79,-0.65,0.00,0
67915,38.2612233,140.8485612,4.00,8.83,-0.97,0.00,0
68036,38.2612233,140.8485612,3.77,8.04,-1.14,0.00,0
68179,38.2612233,140.8485612,3.67,8.66,-0.42,0.00,0
68330,38.2612233,140.8485612,3.12,8.73,-0.95,0.00,0
68509,38.2612233,140.8485612,4.52,8.33,-1.47,0.00,0
68632,38.2612233,140.8485612,3.35,9.10,-1.39,0.00,0
68783,38.2612233,140.8485612,3.71,9.04,-1.37,0.00,0
68934,38.2612233,140.8485612,4.17,8.54,-1.03,0.00,0
69055,38.2612233,140.8485612,4.21,7.56,-0.90,0.00,0
69198,38.2612233,140.8485612,5.42,7.97,-0.63,0.00,0
69349,38.2612233,140.8485612,4.57,6.66,-0.42,0.00,0
69526,38.2612233,140.8485612,5.15,6.32,0.76,0.00,0
69651,38.2612233,140.8485612,6.51,6.30,1.24,0.00,0
69802,38.2612233,140.8485612,6.51,5.93,1.01,0.00,0
69953,38.2612233,140.8485612,7.68,5.80,2.31,0.00,0
70074,38.2612233,140.8485612,7.39,5.74,2.79,0.00,0
70216,38.2612233,140.8485612,7.33,5.28,2.96,0.00,0
70367,38.2612233,140.8485612,7.33,5.70,3.04,0.00,0
70543,38.2612233,140.8485612,7.68,5.15,2.47,0.00,0
70669,38.2612233,140.8485612,7.75,5.53,2.33,0.00,0
70820,38.2612233,140.8485612,7.22,5.55,2.33,0.00,0
70971,38.2612233,140.8485612,7.68,5.80,2.49,0.00,0
71092,38.2612233,140.8485612,7.74,5.00,3.10,0.00,0
71234,38.2612233,140.8485612,7.28,4.92,2.79,0.00,0
71385,38.2612233,140.8485612,7.64,4.54,2.26,0.00,0
71561,38.2612233,140.8485612,7.37,4.52,2.62,0.00,0
71687,38.2612233,140.8485612,7.22,4.11,2.45,0.00,0
71838,38.2612233,140.8485612,7.47,5.01,1.66,0.00,0
71989,38.2612233,140.8485612,8.04,4.61,2.81,0.00,0
72110,38.2612233,140.8485612,7.51,5.17,2.54,0.00,0
72252,38.2612233,140.8485612,7.64,4.73,3.21,0.00,0
72403,38.2612233,140.8485612,7.74,4.84,3.64,0.00,0
72579,38.2612233,140.8485612,7.07,5.28,4.08,0.00,0
72705,38.2612233,140.8485612,7.45,5.65,3.12,0.00,0
72856,38.2612233,140.8485612,7.20,5.42,4.13,0.00,0
73007,38.2612233,140.8485612,8.08,4.23,3.65,0.00,0
73128,38.2612233,140.8485612,8.27,4.40,4.71,0.00,0
73270,38.2612233,140.8485612,8.85,4.33,6.09,0.00,0
73421,38.2612233,140.8485612,5.03,1.47,4.86,0.00,0
73597,38.2612233,140.8485612,9.31,0.24,4.44,0.00,0
73723,38.2612233,140.8485612,8.73,-0.19,4.10,0.00,0
73874,38.2612233,140.8485612,8.81,-0.49,4.06,0.00,0
73995,38.2612233,140.8485612,8.87,-0.32,3.81,0.00,0
74137,38.2612233,140.8485612,9.12,-0.45,3.33,0.00,0
74288,38.2612233,140.8485612,9.61,-0.84,3.33,0.00,0
74439,38.2612233,140.8485612,8.52,-0.51,3.56,0.00,0
74616,38.2612233,140.8485612,11.11,0.15,3.21,0.00,0
74741,38.2612233,140.8485612,8.98,-0.34,3.12,0.00,0
74892,38.2612233,140.8485612,8.98,0.36,2.93,0.00,0
75013,38.2612233,140.8485612,9.84,0.90,2.08,0.00,0
75156,38.2612233,140.8485612,9.33,0.42,2.41,0.00,0
75307,38.2612233,140.8485612,10.23,-0.63,1.57,0.00,0
75458,38.2612233,140.8485612,9.42,0.67,1.85,0.00,0
75636,38.2612233,140.8485612,9.54,-0.01,1.22,0.00,0
75760,38.2612233,140.8485612,9.46,0.34,1.18,0.00,0
75911,38.2612233,140.8485612,10.00,0.51,1.24,0.00,0
76032,38.2612233,140.8485612,9.52,0.72,1.70,0.00,0
76174,38.2612233,140.8485612,9.17,0.90,1.28,0.00,0
76325,38.2612233,140.8485612,8.83,0.97,1.03,0.00,0
76476,38.2612233,140.8485612,11.05,3.71,2.12,0.00,0
76653,38.2612233,140.8485612,10.09,2.26,2.29,0.00,0
76778,38.2612233,140.8485612,11.05,4.34,2.81,0.00,0
76929,38.2612233,140.8485612,8.46,3.08,1.72,0.00,0
77052,38.2612233,140.8485612,8.23,3.00,2.43,0.00,0
77192,38.2612233,140.8485612,8.79,2.14,2.18,0.00,0
77343,38.2612233,140.8485612,8.98,1.66,2.41,0.00,0
77494,38.2612233,140.8485612,9.54,1.60,2.28,0.00,0
77670,38.2612233,140.8485612,9.04,1.55,3.16,0.00,0
77796,38.2612233,140.8485612,9.25,0.97,4.42,0.00,0
77947,38.2612233,140.8485612,9.27,1.26,2.10,0.00,0
78068,38.2612233,140.8485612,10.21,0.82,3.58,0.00,0
78210,38.2612233,140.8485612,10.07,0.74,1.99,0.00,0
78361,38.2612233,140.8485612,9.61,-0.11,0.61,0.00,0
78512,38.2612233,140.8485612,9.58,-0.78,-0.38,0.00,0
78690,38.2612233,140.8485612,10.53,-0.17,-0.28,0.00,0
78814,38.2612233,140.8485612,9.82,-0.07,-0.84,0.00,0
78965,38.2612233,140.8485612,9.86,-0.32,-1.01,0.00,0
79086,38.2612233,140.8485612,9.48,-0.38,-1.39,0.00,0
79228,38.2612233,140.8485612,10.38,-1.09,-1.18,0.00,0
79379,38.2612233,140.8485612,10.84,-0.55,-2.47,0.00,0
79530,38.2612233,140.8485612,9.25,0.05,-1.37,0.00,0
79707,38.2612233,140.8485612,9.42,0.70,0.19,0.00,0
79832,38.2612233,140.8485612,9.50,0.67,0.55,0.00,0
79983,38.2612233,140.8485612,9.75,0.72,0.13,0.00,0
80104,38.2612233,140.8485612,10.15,0.91,1.39,0.00,0
80246,38.2612233,140.8485612,9.23,0.68,1.26,0.00,0
80397,38.2612233,140.8485612,9.29,0.93,1.47,0.00,0
80548,38.2612233,140.8485612,7.85,-0.93,7.87,0.00,0
80725,38.2612233,140.8485612,6.66,-1.43,7.95,0.00,0
80850,38.2612233,140.8485612,7.08,-5.82,2.20,0.00,0
81001,38.2612233,140.8485612,6.62,-7.08,1.32,0.00,0
81122,38.2612233,140.8485612,5.59,-7.37,-0.42,0.00,0
81264,38.2612233,140.8485612,5.59,-8.23,-1.05,0.00,0
81415,38.2612233,140.8485612,2.64,-6.82,-3.75,0.00,0
81566,38.2612233,140.8485612,6.41,-6.78,-3.12,0.00,0
81744,38.2612233,140.8485612,14.08,-2.95,-1.45,0.00,0
81868,38.2612233,140.8485612,11.66,-0.82,-4.82,0.00,0
81989,38.2612233,140.8485612,9.79,-0.09,-6.84,0.00,0
82131,38.2612233,140.8485612,8.12,-0.72,-5.82,0.00,0
82282,38.2612233,140.8485612,6.26,3.29,-6.55,0.00,0
82433,38.2612233,140.8485612,8.10,1.76,-6.89,0.00,0
82584,38.2612233,140.8485612,7.47,2.39,-11.66,0.00,0
82762,38.2612233,140.8485612,3.48,0.38,-10.02,0.00,0
82886,38.2612233,140.8485612,1.07,-0.45,-8.73,0.00,0
83007,38.2612233,140.8485612,-1.07,-1.41,-8.06,0.00,0
83149,38.2612233,140.8485612,-2.45,-3.04,-7.49,0.00,0
83300,38.2612233,140.8485612,-3.48,-4.73,-6.97,0.00,0
83451,38.2612233,140.8485612,-4.23,-4.19,-6.49,0.00,0
83602,38.2612233,140.8485612,-4.77,-5.84,-7.66,0.00,0
83782,38.2612233,140.8485612,-4.88,-6.34,-6.57,0.00,0
83905,38.2612233,140.8485612,-4.57,-4.92,-8.60,0.00,0
84026,38.2612233,140.8485612,-4.10,-5.03,-9.10,0.00,0
84167,38.2612233,140.8485612,-3.54,-6.45,-4.11,0.00,0
84318,38.2612233,140.8485612,-4.63,-5.17,-5.57,0.00,0
84469,38.2612233,140.8485612,-4.17,-7.20,-8.21,0.00,0
84620,38.2612233,140.8485612,-4.34,-6.32,-7.03,0.00,0
84799,38.2612233,140.8485612,-4.80,-7.16,-6.55,0.00,0
84922,38.2612233,140.8485612,-4.44,-7.56,-6.95,0.00,0
85043,38.2612233,140.8485612,-7.95,-5.26,-6.39,0.00,0
85186,38.2612233,140.8485612,-6.74,-2.73,-5.63,0.00,0
85337,38.2612233,140.8485612,-7.28,-4.88,-4.75,0.00,0
85488,38.2612233,140.8485612,-7.79,-4.94,-3.06,0.00,0
85639,38.2612233,140.8485612,-8.98,-4.59,-4.67,0.00,0
85819,38.2612233,140.8485612,-9.52,-3.62,-6.61,0.00,0
85941,38.2612233,140.8485612,-6.85,-3.56,-6.49,0.00,0
86062,38.2612233,140.8485612,-6.03,-2.68,-6.51,0.00,0
86204,38.2612233,140.8485612,-3.52,-2.41,-6.87,0.00,0
86355,38.2612233,140.8485612,-3.06,-1.22,-9.42,0.00,0
86506,38.2612233,140.8485612,-1.78,0.42,-9.94,0.00,0
86657,38.2612233,140.8485612,-1.45,1.41,-10.65,0.00,0
86837,38.2612233,140.8485612,-0.19,1.95,-9.52,0.00,0
86959,38.2612233,140.8485612,-0.55,2.24,-10.02,0.00,0
87080,38.2612233,140.8485612,-0.65,2.52,-9.38,0.00,0
87223,38.2612233,140.8485612,-0.76,2.39,-9.48,0.00,0
87374,38.2612233,140.8485612,-0.97,2.26,-9.31,0.00,0
87525,38.2612233,140.8485612,-1.01,1.70,-10.99,0.00,0
87676,38.2612233,140.8485612,-1.83,0.49,-10.84,0.00,0
87856,38.2612233,140.8485612,-2.75,-1.64,-10.21,0.00,0
87979,38.2612233,140.8485612,-4.42,-2.08,-8.12,0.00,0
88100,38.2612233,140.8485612,-4.44,-3.52,-6.32,0.00,0
88242,38.2612233,140.8485612,-5.32,-5.28,-5.95,0.00,0
88393,38.2612233,140.8485612,-6.85,-5.65,-5.74,0.00,0
88544,38.2612233,140.8485612,-6.76,-6.47,-5.49,0.00,0
88695,38.2612233,140.8485612,-6.89,-6.89,-5.32,0.00,0
88875,38.2612233,140.8485612,-6.03,-6.59,-5.01,0.00,0
88997,38.2612233,140.8485612,-6.32,-6.99,-4.54,0.00,0
89118,38.2612233,140.8485612,-6.80,-6.80,-4.65,0.00,0
89261,38.2612233,140.8485612,-6.47,-6.61,-3.92,0.00,0
89412,38.2612233,140.8485612,-7.37,-7.68,-4.25,0.00,0
89563,38.2612233,140.8485612,-8.00,-5.19,-1.74,0.00,0
89714,38.2612233,140.8485612,-10.97,-6.13,-2.81,0.00,0
89895,38.2612233,140.8485612,-9.42,-4.56,-1.83,0.00,0
90016,38.2612233,140.8485612,-9.46,-4.73,-1.80,0.00,0
90137,38.2612233,140.8485612,-9.33,-4.57,-1.49,0.00,0
90279,38.2612233,140.8485612,-7.97,-4.71,-2.47,0.00,0
90430,38.2612233,140.8485612,-8.73,-3.94,-3.16,0.00,0
90581,38.2612233,140.8485612,-8.83,-4.73,-2.96,0.00,0
90732,38.2612233,140.8485612,-8.73,-4.00,-2.62,0.00,0
90913,38.2612233,140.8485612,-8.67,-5.11,-3.19,0.00,0
91036,38.2612233,140.8485612,-8.85,-4.56,-3.41,0.00,0
91158,38.2612233,140.8485612,-8.41,-4.59,-3.21,0.00,0
91297,38.2612233,140.8485612,-9.15,-4.82,-3.00,0.00,0
91448,38.2612233,140.8485612,-9.15,-4.38,-3.23,0.00,0
91599,38.2612233,140.8485612,-8.62,-4.38,-3.33,0.00,0
91750,38.2612233,140.8485612,-8.75,-4.11,-3.18,0.00,0
91931,38.2612233,140.8485612,-8.29,-4.19,-3.42,0.00,0
92056,38.2612233,140.8485612,-9.42,-4.54,-3.60,0.00,0
92179,38.2612233,140.8485612,-8.79,-4.15,-2.37,0.00,0
92315,38.2612233,140.8485612,-8.67,-4.11,-2.75,0.00,0
92466,38.2612233,140.8485612,-8.92,-4.21,-3.18,0.00,0
92617,38.2612233,140.8485612,-9.48,-2.12,-2.18,0.00,0
92768,38.2612233,140.8485612,-10.19,-5.32,-3.25,0.00,0
92950,38.2612233,140.8485612,-9.81,-4.08,-2.49,0.00,0
93073,38.2612233,140.8485612,-8.90,-3.67,-1.36,0.00,0
93196,38.2612233,140.8485612,-9.42,-4.46,-1.60,0.00,0
93334,38.2612233,140.8485612,-9.42,-3.92,-3.00,0.00,0
93485,38.2612233,140.8485612,-9.10,-4.31,-2.45,0.00,0
93636,38.2612233,140.8485612,-8.43,-3.29,-2.87,0.00,0
93787,38.2612233,140.8485612,-5.57,-4.69,-1.39,0.00,0
93968,38.2612233,140.8485612,-7.72,-3.75,-3.12,0.00,0
94091,38.2612233,140.8485612,-8.81,-4.57,-3.29,0.00,0
94214,38.2612233,140.8485612,-7.91,-5.11,-4.40,0.00,0
94352,38.2612233,140.8485612,-8.31,-4.46,-4.71,0.00,0
94503,38.2612233,140.8485612,-8.31,-4.73,-3.52,0.00,0
94654,38.2612233,140.8485612,-8.02,-5.93,-4.44,0.00,0
94805,38.2612233,140.8485612,-8.21,-4.29,-2.29,0.00,0
94986,38.2612233,140.8485612,-8.43,-5.46,-2.24,0.00,0
95109,38.2612233,140.8485612,-8.29,-5.49,-2.96,0.00,0
95232,38.2612233,140.8485612,-8.14,-5.74,-3.85,0.00,0
95371,38.2612233,140.8485612,-7.54,-4.71,-3.02,0.00,0
95522,38.2612233,140.8485612,-8.16,-4.75,-3.25,0.00,0
95673,38.2612233,140.8485612,-6.26,-3.56,-0.90,0.00,0
95824,38.2612233,140.8485612,-7.89,-4.94,-2.89,0.00,0
96004,38.2612233,140.8485612,-7.45,-4.38,-0.86,0.00,0
96128,38.2612233,140.8485612,-9.00,-3.44,-1.64,0.00,0
96250,38.2612233,140.8485612,-9.44,-4.27,-3.79,0.00,0
96389,38.2612233,140.8485612,-7.58,-3.14,-1.87,0.00,0
96540,38.2612233,140.8485612,-8.56,-4.50,-3.46,0.00,0
96691,38.2612233,140.8485612,-8.18,-3.14,-2.54,0.00,0
96842,38.2612233,140.8485612,-9.23,-4.69,-5.19,0.00,0
97023,38.2612233,140.8485612,-9.69,-4.21,-1.47,0.00,0
97146,38.2612233,140.8485612,-10.21,-3.90,-3.60,0.00,0
97269,38.2612233,140.8485612,-8.14,-3.71,-2.83,0.00,0
97407,38.2612233,140.8485612,-10.17,-3.98,-3.35,0.00,0
97558,38.2612233,140.8485612,-7.70,-1.74,-3.67,0.00,0
97709,38.2612233,140.8485612,-8.16,-1.28,0.53,0.00,0
97860,38.2612233,140.8485612,-9.33,-3.52,-1.89,0.00,0
98041,38.2612233,140.8485612,-8.58,-2.93,-3.10,0.00,0
98164,38.2612233,140.8485612,-7.93,-2.66,-4.33,0.00,0
98287,38.2612233,140.8485612,-8.79,-3.88,-6.24,0.00,0
98425,38.2612233,140.8485612,-5.76,-1.11,-6.47,0.00,0
98576,38.2612233,140.8485612,-4.33,-0.34,-9.27,0.00,0
98727,38.2612233,140.8485612,-3.37,0.86,-8.75,0.00,0
98878,38.2612233,140.8485612,-6.45,0.42,-10.55,0.00,0
99059,38.2612233,140.8485612,-1.20,1.34,-7.64,0.00,0
99182,38.2612233,140.8485612,-2.33,3.39,-9.17,0.00,0
99305,38.2612233,140.8485612,-1.13,5.61,-9.92,0.00,0
99444,38.2612233,140.8485612,-2.52,2.70,-9.27,0.00,0
99595,38.2612233,140.8485612,-2.75,2.43,-9.84,0.00,0
99746,38.2612233,140.8485612,-3.04,2.06,-9.69,0.00,0
99897,38.2612233,140.8485612,-3.12,0.84,-7.70,0.00,0
100077,38.2612233,140.8485612,-4.98,-0.36,-7.83,0.00,0
100201,38.2612233,140.8485612,-5.38,-0.86,-7.14,0.00,0
100324,38.2612233,140.8485612,-5.55,-0.86,-8.60,0.00,0
100462,38.2612233,140.8485612,-6.22,-0.28,-6.59,0.00,0
100613,38.2612233,140.8485612,-7.93,-3.06,-8.98,0.00,0
100764,38.2612233,140.8485612,-6.45,-0.55,-6.80,0.00,0
100915,38.2612233,140.8485612,-7.47,-0.68,-7.01,0.00,0
101097,38.2612233,140.8485612,-8.90,-3.23,-6.93,0.00,0
101220,38.2612233,140.8485612,-7.64,-1.55,-7.58,0.00,0
101342,38.2612233,140.8485612,-6.97,-3.29,-6.39,0.00,0
101481,38.2612233,140.8485612,-5.53,-1.14,-9.71,0.00,0
101632,38.2612233,140.8485612,-6.59,-1.30,-7.37,0.00,0
101783,38.2612233,140.8485612,-8.87,-3.08,-5.32,0.00,0
101934,38.2612233,140.8485612,-6.95,-0.97,-5.32,0.00,0
102116,38.2612233,140.8485612,-4.84,0.17,-10.38,0.00,0
102239,38.2612233,140.8485612,-4.54,2.28,-7.97,0.00,0
102362,38.2612233,140.8485612,-3.06,2.60,-7.83,0.00,0
102500,38.2612233,140.8485612,-2.39,2.47,-9.33,0.00,0
102651,38.2612233,140.8485612,-1.20,5.07,-8.87,0.00,0
102802,38.2612233,140.8485612,2.58,7.35,-7.74,0.00,0
102953,38.2612233,140.8485612,1.80,7.26,-5.59,0.00,0
103133,38.2612233,140.8485612,2.47,7.70,-5.15,0.00,0
103256,38.2612233,140.8485612,1.36,7.43,-5.34,0.00,0
103379,38.2612233,140.8485612,0.88,8.02,-6.89,0.00,0
103518,38.2612233,140.8485612,0.49,7.07,-6.13,0.00,0
103669,38.2612233,140.8485612,-0.86,6.03,-7.75,0.00,0
103820,38.2612233,140.8485612,-2.60,3.79,-6.72,0.00,0
103971,38.2612233,140.8485612,-0.34,6.38,-8.10,0.00,0
104152,38.2612233,140.8485612,-4.31,6.57,-6.84,0.00,0
104276,38.2612233,140.8485612,-2.79,5.42,-6.13,0.00,0
104399,38.2612233,140.8485612,-5.82,4.88,-3.88,0.00,0
104536,38.2612233,140.8485612,-3.85,7.26,-4.77,0.00,0
104687,38.2612233,140.8485612,-4.25,6.91,-4.44,0.00,0
104838,38.2612233,140.8485612,-5.65,6.91,-4.21,0.00,0
104989,38.2612233,140.8485612,-4.21,7.01,-4.33,0.00,0
105170,38.2612233,140.8485612,-4.90,7.26,-3.16,0.00,0
105293,38.2612233,140.8485612,-5.07,7.51,-3.48,0.00,0
105416,38.2612233,140.8485612,-5.24,6.76,-3.44,0.00,0
105554,38.2612233,140.8485612,-5.84,7.26,-2.96,0.00,0
105705,38.2612233,140.8485612,-5.53,6.91,-3.10,0.00,0
105856,38.2612233,140.8485612,-5.00,6.82,-3.18,0.00,0
106007,38.2612233,140.8485612,-5.44,6.59,-3.00,0.00,0
106188,38.2612233,140.8485612,-5.05,7.24,-4.10,0.00,0
106311,38.2612233,140.8485612,-4.88,6.39,-3.19,0.00,0
106434,38.2612233,140.8485612,-5.38,6.95,-3.60,0.00,0
106571,38.2612233,140.8485612,-5.51,6.51,-3.42,0.00,0
106722,38.2612233,140.8485612,-5.61,6.66,-3.33,0.00,0
106873,38.2612233,140.8485612,-6.39,5.99,-4.61,0.00,0
106997,38.2612233,140.8485612,-5.13,6.45,-5.76,0.00,0
107136,38.2612233,140.8485612,-5.72,4.02,-4.08,0.00,0
107317,38.2612233,140.8485612,-5.92,3.90,-5.84,0.00,0
107440,38.2612233,140.8485612,-5.24,2.83,-6.16,0.00,0
107589,38.2612233,140.8485612,-4.38,4.13,-6.32,0.00,0
107740,38.2612233,140.8485612,-5.44,4.71,-7.49,0.00,0
107891,38.2612233,140.8485612,-4.44,4.77,-7.28,0.00,0
108013,38.2612233,140.8485612,-4.48,3.77,-6.05,0.00,0
108154,38.2612233,140.8485612,-3.92,5.13,-6.74,0.00,0
108337,38.2612233,140.8485612,-5.42,6.16,-6.64,0.00,0
108460,38.2612233,140.8485612,-5.86,4.13,-6.30,0.00,0
108607,38.2612233,140.8485612,-5.15,6.68,-5.88,0.00,0
108758,38.2612233,140.8485612,-5.76,5.15,-5.53,0.00,0
108909,38.2612233,140.8485612,-5.15,6.62,-5.74,0.00,0
109031,38.2612233,140.8485612,-5.26,5.26,-5.23,0.00,0
109171,38.2612233,140.8485612,-5.97,5.78,-5.93,0.00,0
109352,38.2612233,140.8485612,-5.11,4.73,-5.21,0.00,0
109475,38.2612233,140.8485612,-5.03,5.36,-5.61,0.00,0
109624,38.2612233,140.8485612,-5.00,5.03,-4.54,0.00,0
109775,38.2612233,140.8485612,-6.64,4.15,-5.70,0.00,0
109926,38.2612233,140.8485612,-5.19,4.86,-5.93,0.00,0
110048,38.2612233,140.8485612,-6.20,4.08,-5.11,0.00,0
110189,38.2612233,140.8485612,-5.99,3.48,-6.15,0.00,0
110370,38.2612233,140.8485612,-6.41,3.71,-6.74,0.00,0
110493,38.2612233,140.8485612,-5.80,5.26,-7.12,0.00,0
110642,38.2612233,140.8485612,-5.59,3.67,-6.57,0.00,0
110793,38.2612233,140.8485612,-5.69,3.23,-7.14,0.00,0
110944,38.2612233,140.8485612,-4.71,3.92,-7.30,0.00,0
111068,38.2612233,140.8485612,-5.15,2.66,-7.75,0.00,0
111207,38.2612233,140.8485612,-4.88,0.90,-8.04,0.00,0
111388,38.2612233,140.8485612,-5.23,0.36,-8.29,0.00,0
111511,38.2612233,140.8485612,-6.30,0.00,-7.52,0.00,0
111660,38.2612233,140.8485612,-6.45,-4.08,-12.22,0.00,0
111811,38.2612233,140.8485612,-6.78,0.19,-7.20,0.00,0
111962,38.2612233,140.8485612,-7.03,-0.11,-6.84,0.00,0
112084,38.2612233,140.8485612,-7.22,-0.24,-6.70,0.00,0
112225,38.2612233,140.8485612,-7.41,-0.26,-6.64,0.00,0
112409,38.2612233,140.8485612,-7.05,-0.17,-6.41,0.00,0
112532,38.2612233,140.8485612,-7.62,0.34,-6.39,0.00,0
112678,38.2612233,140.8485612,-7.93,0.51,-6.39,0.00,0
112829,38.2612233,140.8485612,-7.07,-0.57,-4.25,0.00,0
112980,38.2612233,140.8485612,-7.22,-0.51,-5.72,0.00,0
113102,38.2612233,140.8485612,-7.08,0.22,-7.01,0.00,0
113244,38.2612233,140.8485612,-6.18,-0.13,-5.76,0.00,0
113426,38.2612233,140.8485612,-7.43,0.65,-7.22,0.00,0
113549,38.2612233,140.8485612,-6.18,0.78,-6.64,0.00,0
113698,38.2612233,140.8485612,-6.43,0.22,-5.69,0.00,0
113849,38.2612233,140.8485612,-6.95,-0.17,-7.43,0.00,0
114000,38.2612233,140.8485612,-6.70,0.55,-6.80,0.00,0
114122,38.2612233,140.8485612,-6.76,-0.22,-7.39,0.00,0
114264,38.2612233,140.8485612,-6.87,0.57,-6.38,0.00,0
114445,38.2612233,140.8485612,-6.03,0.97,-6.93,0.00,0
114568,38.2612233,140.8485612,-6.72,0.15,-5.67,0.00,0
114717,38.2612233,140.8485612,-6.22,0.40,-9.94,0.00,0
114868,38.2612233,140.8485612,-6.66,0.32,-6.07,0.00,0
114993,38.2612233,140.8485612,-8.14,-0.86,-7.62,0.00,0
115130,38.2612233,140.8485612,-6.70,-0.99,-7.56,0.00,0
115281,38.2612233,140.8485612,-7.47,-1.37,-5.57,0.00,0
115463,38.2612233,140.8485612,-7.01,-1.76,-6.15,0.00,0
115586,38.2612233,140.8485612,-8.00,-1.16,-6.22,0.00,0
115734,38.2612233,140.8485612,-7.12,-1.39,-6.18,0.00,0
115885,38.2612233,140.8485612,-8.16,-1.87,-7.16,0.00,0
116007,38.2612233,140.8485612,-6.11,0.11,-3.60,0.00,0
116148,38.2612233,140.8485612,-7.79,-1.57,-5.69,0.00,0
116299,38.2612233,140.8485612,-7.83,-1.57,-5.19,0.00,0
116482,38.2612233,140.8485612,-8.37,-2.06,-6.43,0.00,0
116605,38.2612233,140.8485612,-9.23,-1.53,-4.29,0.00,0
116752,38.2612233,140.8485612,-8.20,-1.57,-3.79,0.00,0
116903,38.2612233,140.8485612,-7.89,-0.84,-4.21,0.00,0
117054,38.2612233,140.8485612,-8.35,-0.91,-5.76,0.00,0
117176,38.2612233,140.8485612,-9.19,-2.87,-4.94,0.00,0
117318,38.2612233,140.8485612,-8.00,-2.18,-6.16,0.00,0
117500,38.2612233,140.8485612,-4.44,1.28,-7.43,0.00,0
117622,38.2612233,140.8485612,-1.43,-0.97,-13.43,0.00,0
117771,38.2612233,140.8485612,-2.73,-0.99,-8.12,0.00,0
117922,38.2612233,140.8485612,-6.76,0.30,-10.13,0.00,0
118073,38.2612233,140.8485612,-4.77,0.82,-11.28,0.00,0
